months_as_customer,age,insured_sex,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_education_level,insured_occupation,insured_hobbies,capital-gains,capital-loss,incident_date,incident_state,incident_city,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
222,42,MALE,IL,500,1124.6,0,Associate,armed-forces,hiking,0,0,2015-01-30,NY,Arlington,YES,0,0,?,51740,11940,7960,31840,N
119,28,MALE,OH,2000,1079.92,0,High School,machine-op-inspct,hiking,88800,0,2015-02-26,PA,Riverwood,?,0,1,YES,53600,6700,6700,40200,Y
73,29,MALE,IL,1000,1447.78,0,College,protective-serv,board-games,35100,-59900,2015-01-10,SC,Arlington,YES,1,0,?,44910,4990,4990,34930,N
8,31,FEMALE,IN,500,1229.16,4000000,MD,transport-moving,kayaking,0,-88300,2015-02-23,PA,Hillsdale,?,0,2,YES,48100,11100,7400,29600,N
294,44,FEMALE,IL,1000,1226.49,0,PhD,farming-fishing,kayaking,53900,0,2015-02-05,WV,Riverwood,NO,0,1,NO,6100,610,1220,4270,N
324,46,MALE,IN,2000,897.89,6000000,MD,tech-support,board-games,0,-41300,2015-01-21,PA,Hillsdale,?,1,0,YES,79600,15920,15920,47760,N
155,34,MALE,IN,500,1706.79,0,Masters,protective-serv,dancing,0,0,2015-01-07,OH,Hillsdale,NO,1,1,YES,77040,8560,8560,59920,N
261,45,FEMALE,IL,1000,1254.18,0,PhD,prof-specialty,kayaking,0,-45100,2015-01-11,SC,Columbus,YES,0,1,?,62590,11380,11380,39830,N
245,40,FEMALE,IN,500,885.08,0,Masters,armed-forces,skydiving,27000,-58900,2015-02-06,WV,Northbend,YES,0,1,NO,85150,13100,13100,58950,N
235,39,MALE,IL,500,1046.58,4000000,MD,tech-support,exercise,0,-31700,2015-01-24,NY,Hillsdale,?,2,1,NO,4950,450,900,3600,N
53,36,MALE,OH,2000,1712.68,0,Associate,handlers-cleaners,basketball,72200,0,2015-02-18,VA,Riverwood,?,2,0,YES,51100,10220,5110,35770,N
426,54,FEMALE,IL,2000,1097.71,0,Masters,adm-clerical,reading,29600,-22300,2015-01-12,SC,Springfield,YES,2,3,?,100800,16800,16800,67200,N
111,27,FEMALE,IN,500,1363.77,4000000,Masters,tech-support,exercise,51100,0,2015-01-17,VA,Springfield,YES,2,3,NO,90970,16540,16540,57890,N
86,26,MALE,OH,500,1382.88,7000000,JD,tech-support,cross-fit,0,-30300,2015-01-12,SC,Northbend,?,1,1,YES,81840,14880,7440,59520,Y
296,46,MALE,OH,1000,1141.35,7000000,Masters,craft-repair,sleeping,0,0,2015-01-06,NY,Northbend,?,0,2,NO,54900,5490,5490,43920,N
125,35,MALE,OH,500,1054.83,7000000,JD,tech-support,cross-fit,0,-51300,2015-02-25,NY,Northbend,YES,2,3,NO,88660,8060,16120,64480,Y
177,34,FEMALE,IL,2000,1057.77,0,JD,tech-support,bungie-jumping,0,-57700,2015-02-16,NC,Riverwood,?,1,1,NO,18000,2250,2250,13500,N
238,39,FEMALE,IN,2000,1488.02,0,JD,protective-serv,exercise,0,-39200,2015-02-25,NY,Northbrook,YES,1,3,YES,5500,1100,550,3850,N
81,25,FEMALE,IN,500,920.3,5000000,High School,tech-support,hiking,51000,-67900,2015-02-21,WV,Hillsdale,?,1,0,?,73920,13440,6720,53760,Y
128,28,FEMALE,OH,1000,986.53,0,High School,adm-clerical,polo,62700,0,2015-02-16,VA,Columbus,NO,0,2,YES,101860,18520,18520,64820,N
449,57,MALE,OH,2000,1440.68,0,Associate,tech-support,movies,25000,0,2015-02-09,SC,Riverwood,YES,0,1,YES,5390,980,980,3430,N
252,39,MALE,IN,1000,1086.21,0,JD,farming-fishing,hiking,68500,-57500,2015-02-13,SC,Springfield,?,1,2,?,50490,5610,5610,39270,N
359,47,FEMALE,OH,2000,1367.68,0,MD,handlers-cleaners,basketball,0,0,2015-01-11,SC,Arlington,NO,0,3,NO,55500,5550,11100,38850,N
19,32,MALE,OH,1000,1215.85,0,High School,other-service,hiking,42900,-90200,2015-01-02,VA,Hillsdale,YES,1,1,YES,7040,1280,640,5120,N
73,26,MALE,IL,2000,1191.19,4000000,MD,farming-fishing,basketball,29300,0,2015-02-12,VA,Northbrook,?,0,1,YES,40160,5020,0,35140,N
285,44,MALE,IL,1000,1594.45,0,High School,handlers-cleaners,bungie-jumping,0,0,2015-02-05,NC,Columbus,YES,2,3,NO,55680,6960,6960,41760,N
196,36,MALE,IN,2000,1463.07,0,MD,armed-forces,skydiving,0,0,2015-01-24,WV,Springfield,?,1,1,NO,5300,530,530,4240,Y
223,43,FEMALE,OH,500,1734.09,0,MD,adm-clerical,camping,0,0,2015-01-12,WV,Arlington,YES,0,3,?,5200,650,650,3900,N
328,48,MALE,IL,500,1411.43,0,Masters,armed-forces,bungie-jumping,45100,-32800,2015-01-16,NY,Riverwood,YES,2,1,NO,59400,5940,11880,41580,N
285,43,FEMALE,OH,2000,1512.58,0,College,sales,paintball,47600,0,2015-01-13,SC,Arlington,?,1,1,?,2520,280,280,1960,N
30,31,MALE,IL,2000,1153.35,0,PhD,craft-repair,golf,0,0,2015-02-02,NY,Hillsdale,NO,2,1,YES,5760,960,960,3840,N
342,49,MALE,OH,500,1722.95,0,PhD,transport-moving,base-jumping,63100,-13800,2015-02-28,WV,Hillsdale,?,2,0,YES,76700,7670,7670,61360,N
219,39,FEMALE,IN,2000,1281.07,7000000,High School,protective-serv,board-games,0,0,2015-01-18,NY,Springfield,NO,0,2,NO,5920,740,740,4440,N
468,62,MALE,IL,500,1011.92,0,PhD,machine-op-inspct,paintball,0,0,2015-02-15,SC,Riverwood,YES,0,3,?,64350,7150,7150,50050,N
241,39,MALE,IL,2000,1042.26,0,JD,sales,kayaking,0,0,2015-01-31,WV,Northbend,NO,1,2,?,19080,4240,2120,12720,N
223,43,FEMALE,OH,500,1235.1,0,Masters,tech-support,exercise,66400,-34400,2015-02-10,SC,Springfield,NO,2,1,NO,54400,5440,5440,43520,N
128,32,FEMALE,OH,2000,768.91,0,College,sales,chess,0,-39300,2015-02-26,SC,Columbus,?,1,0,NO,59800,5980,5980,47840,Y
124,29,MALE,OH,500,1301.72,0,Masters,handlers-cleaners,golf,0,0,2015-02-25,VA,Springfield,?,0,3,YES,72000,7200,7200,57600,N
343,48,MALE,IN,500,1451.54,3000000,JD,adm-clerical,hiking,0,0,2015-01-08,SC,Riverwood,NO,2,3,NO,65070,7230,14460,43380,N
404,53,MALE,IN,500,767.14,0,Associate,sales,reading,25500,-36700,2015-01-14,WV,Columbus,NO,0,1,NO,8800,1760,880,6160,N
63,24,FEMALE,OH,2000,1620.89,0,High School,handlers-cleaners,movies,0,0,2015-02-03,NC,Hillsdale,NO,2,0,NO,6120,1020,1020,4080,N
210,37,MALE,IN,2000,1048.46,0,High School,priv-house-serv,skydiving,59900,0,2015-01-05,OH,Columbus,?,1,2,?,7080,1180,590,5310,N
335,50,MALE,OH,1000,1538.26,6000000,High School,sales,yachting,62200,-31400,2015-01-24,NY,Riverwood,YES,2,3,YES,34320,8580,4290,21450,N
11,40,FEMALE,OH,2000,1217.69,0,MD,prof-specialty,reading,24000,0,2015-01-26,SC,Springfield,?,1,0,?,53460,9720,9720,34020,Y
142,33,FEMALE,IN,2000,1362.64,5000000,JD,exec-managerial,cross-fit,0,0,2015-01-21,NC,Columbus,YES,1,3,?,81360,6780,13560,61020,Y
272,43,MALE,OH,1000,1279.13,0,PhD,craft-repair,bungie-jumping,0,0,2015-02-06,NC,Springfield,?,1,2,YES,81070,7370,14740,58960,Y
69,26,FEMALE,IL,2000,924.72,0,High School,machine-op-inspct,base-jumping,0,0,2015-01-07,NY,Columbus,NO,2,2,NO,63120,5260,10520,47340,N
38,28,MALE,OH,1000,1019.44,0,Masters,transport-moving,yachting,0,-39700,2015-02-10,NC,Springfield,?,2,1,NO,7200,1440,720,5040,N
328,46,FEMALE,IL,500,1314.6,0,MD,prof-specialty,exercise,24800,0,2015-02-23,WV,Hillsdale,?,2,3,?,70290,12780,6390,51120,Y
281,43,MALE,OH,1000,1515.18,6000000,College,priv-house-serv,camping,0,0,2015-01-09,SC,Northbrook,NO,1,0,NO,60190,9260,9260,41670,N
246,44,MALE,OH,2000,1649.18,0,College,farming-fishing,base-jumping,0,-58600,2015-02-22,NY,Hillsdale,YES,1,2,YES,61380,11160,5580,44640,Y
298,49,FEMALE,OH,500,1451.01,0,College,other-service,exercise,47800,0,2015-02-21,NY,Springfield,NO,2,2,NO,28100,2810,5620,19670,N
330,50,FEMALE,IL,1000,978.46,0,High School,sales,yachting,0,0,2015-02-04,NY,Hillsdale,YES,0,0,NO,49060,8920,8920,31220,N
362,50,MALE,IL,500,1198.34,4000000,Associate,sales,board-games,53000,-72500,2015-01-07,NY,Columbus,?,1,1,NO,57060,6340,6340,44380,N
241,38,FEMALE,IN,2000,1003.23,0,Associate,tech-support,kayaking,0,0,2015-01-17,VA,Arlington,?,0,3,YES,77880,12980,12980,51920,N
245,41,MALE,IN,2000,1212,0,Masters,exec-managerial,basketball,24400,-60500,2015-01-28,NY,Springfield,YES,0,1,YES,73500,7350,14700,51450,N
371,52,FEMALE,IL,1000,1242.96,7000000,High School,other-service,paintball,0,-37100,2015-02-22,NY,Riverwood,YES,2,0,?,88920,6840,13680,68400,N
343,52,FEMALE,IL,1000,1053.02,0,Associate,prof-specialty,bungie-jumping,0,0,2015-02-16,NY,Arlington,?,0,2,NO,47630,12990,4330,30310,Y
377,53,FEMALE,IL,500,1693.63,0,MD,craft-repair,kayaking,0,-64000,2015-02-17,WV,Hillsdale,YES,1,3,NO,59040,6560,6560,45920,N
154,37,FEMALE,IL,1000,2047.59,0,MD,farming-fishing,dancing,0,-67800,2015-01-09,SC,Columbus,?,0,3,NO,79530,14460,7230,57840,N
166,34,FEMALE,OH,1000,1083.72,0,High School,machine-op-inspct,base-jumping,65600,-68200,2015-02-09,NY,Columbus,NO,0,2,YES,53680,4880,4880,43920,N
298,46,MALE,OH,1000,1138.42,6000000,JD,prof-specialty,dancing,36900,-55000,2015-02-16,SC,Arlington,NO,2,3,YES,33550,3050,6100,24400,N
235,42,FEMALE,IN,500,1072.62,0,Masters,machine-op-inspct,exercise,39900,-60200,2015-02-18,WV,Springfield,?,2,1,YES,69100,6910,6910,55280,N
172,35,MALE,IL,2000,1219.04,0,MD,handlers-cleaners,paintball,63600,-68700,2015-01-11,OH,Hillsdale,?,2,0,NO,79750,14500,14500,50750,N
27,28,MALE,IN,2000,1371.78,0,JD,farming-fishing,polo,0,-32500,2015-02-04,PA,Riverwood,?,0,2,YES,53600,5360,10720,37520,Y
428,54,MALE,IN,2000,1506.21,0,Masters,transport-moving,kayaking,0,-24400,2015-01-22,NY,Riverwood,NO,1,0,?,76560,12760,6380,57420,N
99,32,MALE,IN,1000,1058.21,3000000,JD,craft-repair,golf,0,0,2015-01-10,NY,Arlington,YES,1,1,NO,41130,4570,4570,31990,N
107,26,MALE,IL,2000,932.14,0,MD,sales,cross-fit,40600,0,2015-01-10,SC,Columbus,NO,2,3,NO,78650,14300,7150,57200,Y
272,41,FEMALE,OH,2000,1608.34,0,Associate,farming-fishing,reading,33300,-10600,2015-02-16,NY,Springfield,?,1,1,?,71060,6460,12920,51680,N
151,37,FEMALE,IN,1000,1728.56,0,Masters,farming-fishing,dancing,54000,0,2015-02-08,WV,Northbrook,YES,1,1,?,38830,3530,3530,31770,N
249,43,FEMALE,IL,1000,1518.46,0,MD,armed-forces,cross-fit,0,0,2015-01-26,SC,Riverwood,?,0,0,YES,53500,5350,5350,42800,N
177,38,FEMALE,IL,2000,1540.19,0,College,adm-clerical,skydiving,0,-74500,2015-02-01,VA,Columbus,YES,2,0,NO,73700,7370,7370,58960,Y
190,40,FEMALE,OH,2000,965.21,0,JD,exec-managerial,camping,36900,-53700,2015-02-02,SC,Hillsdale,?,2,1,YES,6300,630,630,5040,N
174,36,FEMALE,IL,2000,1278.75,0,College,tech-support,paintball,53200,-53800,2015-02-06,NY,Riverwood,?,2,2,NO,65400,10900,10900,43600,N
95,28,MALE,OH,1000,773.99,0,Associate,armed-forces,board-games,0,-70300,2015-01-01,PA,Springfield,YES,1,2,NO,3200,640,320,2240,N
371,51,FEMALE,IN,1000,1532.47,0,Associate,tech-support,golf,60300,-24700,2015-01-19,NY,Arlington,YES,0,3,YES,75400,7540,15080,52780,Y
2,28,FEMALE,IL,1000,1340.56,0,JD,machine-op-inspct,golf,0,0,2015-01-17,NY,Northbend,YES,0,2,YES,58140,6460,6460,45220,N
269,44,FEMALE,OH,500,1297.75,4000000,JD,other-service,chess,0,-41400,2015-02-01,SC,Columbus,?,0,1,?,98670,15180,15180,68310,Y
101,27,MALE,IL,1000,433.33,0,Masters,machine-op-inspct,golf,25900,0,2015-01-02,SC,Hillsdale,?,0,3,NO,5900,1180,590,4130,N
94,30,FEMALE,IN,2000,1025.54,0,High School,armed-forces,paintball,0,-52600,2015-02-20,NC,Arlington,?,1,3,YES,64100,6410,6410,51280,N
117,28,FEMALE,OH,500,1264.77,0,Associate,transport-moving,yachting,47500,-32500,2015-02-05,SC,Springfield,YES,0,1,?,55440,5040,10080,40320,Y
111,27,MALE,OH,500,1459.97,5000000,MD,sales,yachting,0,0,2015-02-27,SC,Northbend,NO,1,2,NO,80850,7350,14700,58800,Y
242,40,FEMALE,OH,500,1238.65,0,High School,transport-moving,bungie-jumping,0,-44600,2015-01-27,WV,Springfield,YES,1,1,NO,7480,680,680,6120,N
440,61,MALE,OH,500,1050.76,0,PhD,transport-moving,movies,41500,-70200,2015-01-26,OH,Riverwood,?,2,3,NO,53640,5960,5960,41720,Y
20,23,FEMALE,OH,1000,1711.72,0,JD,tech-support,base-jumping,0,0,2015-01-13,SC,Northbrook,NO,2,2,NO,63250,5750,11500,46000,Y
461,57,FEMALE,IL,500,865.33,7000000,High School,farming-fishing,golf,0,0,2015-01-14,NY,Hillsdale,NO,0,1,?,59040,9840,9840,39360,N
208,36,MALE,IL,500,1153.49,0,Associate,craft-repair,base-jumping,0,0,2015-02-22,SC,Arlington,YES,1,0,YES,50500,10100,5050,35350,N
279,43,MALE,OH,2000,1281.25,0,Associate,machine-op-inspct,cross-fit,0,0,2015-01-17,SC,Columbus,YES,0,1,NO,57690,6410,12820,38460,Y
244,40,FEMALE,IL,500,1342.8,0,MD,sales,base-jumping,0,0,2015-02-02,NY,Springfield,YES,1,3,YES,5940,660,660,4620,N
134,30,FEMALE,OH,2000,1443.32,0,PhD,exec-managerial,dancing,0,0,2015-01-07,SC,Northbend,?,0,2,YES,47790,5310,5310,37170,Y
122,29,FEMALE,OH,1000,1629.94,0,Masters,priv-house-serv,skydiving,0,-47100,2015-02-02,SC,Riverwood,?,0,1,NO,3850,350,350,3150,N
156,31,MALE,IL,2000,1134.08,0,PhD,other-service,reading,0,0,2015-02-07,NC,Arlington,?,2,0,?,59000,5900,5900,47200,Y
232,43,MALE,OH,500,1483.91,8000000,College,machine-op-inspct,golf,0,-33600,2015-01-18,NY,Arlington,NO,0,1,?,70600,7060,14120,49420,Y
244,40,MALE,IN,2000,1304.67,7000000,Masters,armed-forces,base-jumping,0,-45000,2015-01-10,SC,Hillsdale,?,1,1,?,61490,5590,11180,44720,N
84,30,FEMALE,IL,2000,1035.79,0,MD,protective-serv,kayaking,44400,-51500,2015-01-30,SC,Northbend,NO,1,0,YES,57640,5240,10480,41920,N
394,57,FEMALE,IL,500,1401.2,0,High School,craft-repair,movies,51500,0,2015-01-25,NC,Hillsdale,NO,1,0,NO,6890,1060,1060,4770,N
246,45,MALE,IL,1000,1665.45,0,JD,machine-op-inspct,hiking,34400,-33100,2015-01-29,PA,Columbus,?,2,2,?,53280,11840,5920,35520,Y
35,29,FEMALE,IN,2000,653.66,0,JD,handlers-cleaners,video-games,52100,-46900,2015-02-24,SC,Springfield,NO,0,0,?,78300,15660,7830,54810,N
156,37,MALE,OH,500,1080.13,0,Associate,protective-serv,reading,0,-61000,2015-01-04,PA,Springfield,YES,0,3,NO,41490,4610,4610,32270,N
195,36,FEMALE,IN,2000,1346.18,0,Associate,machine-op-inspct,camping,57800,-53300,2015-02-25,SC,Hillsdale,YES,2,3,YES,68970,12540,6270,50160,N
369,55,MALE,OH,2000,1589.54,0,College,handlers-cleaners,camping,55400,0,2015-01-27,VA,Arlington,?,2,0,YES,85300,17060,8530,59710,N
271,40,FEMALE,IL,1000,1251.65,0,Associate,other-service,camping,71200,0,2015-02-19,NY,Hillsdale,NO,0,0,NO,3080,560,280,2240,N
332,47,MALE,IL,2000,1083.01,0,MD,craft-repair,paintball,91900,0,2015-01-31,WV,Arlington,YES,2,0,?,71760,11040,11040,49680,Y
107,26,FEMALE,OH,500,974.59,0,JD,armed-forces,skydiving,62800,0,2015-01-18,NY,Arlington,?,1,0,NO,59700,11940,11940,35820,N
217,39,FEMALE,IL,2000,1399.85,0,Masters,other-service,skydiving,49900,-19800,2015-01-10,NY,Columbus,NO,0,2,?,64920,10820,10820,43280,N
243,43,FEMALE,IN,500,1307.74,0,Associate,machine-op-inspct,board-games,0,-75700,2015-01-28,SC,Riverwood,?,0,1,NO,37530,4170,4170,29190,N
296,42,MALE,IN,2000,1219.27,0,Associate,tech-support,paintball,53100,-63400,2015-02-16,WV,Columbus,YES,1,2,NO,64080,7120,7120,49840,N
264,41,MALE,OH,500,1411.3,0,PhD,prof-specialty,cross-fit,55600,0,2015-02-08,PA,Northbrook,NO,1,0,?,60390,10980,5490,43920,Y
108,33,FEMALE,IL,2000,694.45,0,JD,armed-forces,exercise,0,0,2015-01-20,WV,Northbend,?,0,1,YES,64350,5850,11700,46800,Y
32,38,FEMALE,IL,500,1006.77,6000000,College,other-service,sleeping,0,0,2015-02-06,SC,Northbend,YES,2,1,YES,70900,14180,7090,49630,N
259,39,FEMALE,OH,1000,1422.36,0,JD,craft-repair,movies,0,-83900,2015-01-24,PA,Columbus,NO,1,3,?,46560,7760,7760,31040,N
186,33,FEMALE,IN,1000,1348.32,0,Associate,craft-repair,cross-fit,37600,-37600,2015-01-14,NY,Arlington,NO,2,1,?,4730,860,860,3010,Y
201,40,FEMALE,OH,2000,1315.56,0,PhD,transport-moving,video-games,0,0,2015-02-18,SC,Northbrook,YES,0,0,YES,6820,1240,1240,4340,N
436,58,MALE,OH,2000,1407.01,5000000,PhD,tech-support,sleeping,47400,-27600,2015-01-10,WV,Riverwood,?,0,2,?,59900,11980,5990,41930,Y
189,36,FEMALE,OH,2000,1388.58,0,MD,priv-house-serv,basketball,0,-49400,2015-02-13,WV,Riverwood,?,1,3,YES,79560,13260,13260,53040,N
105,33,FEMALE,IL,500,1310.76,0,High School,adm-clerical,kayaking,0,-40900,2015-02-17,VA,Northbrook,YES,0,1,?,70290,12780,6390,51120,N
163,31,MALE,IN,1000,1004.63,6000000,JD,priv-house-serv,hiking,26900,0,2015-01-07,SC,Hillsdale,YES,2,0,NO,63910,5810,11620,46480,N
219,40,FEMALE,OH,500,1134.91,0,Associate,transport-moving,golf,68700,0,2015-01-29,SC,Riverwood,?,1,0,NO,6400,640,640,5120,N
88,25,FEMALE,IN,1000,1194,0,JD,handlers-cleaners,movies,0,0,2015-02-13,SC,Northbrook,YES,1,2,YES,66780,7420,7420,51940,Y
40,39,FEMALE,IN,1000,1248.25,4000000,College,sales,hiking,0,-33300,2015-02-01,VA,Northbrook,NO,0,2,?,8760,1460,1460,5840,N
284,42,MALE,OH,500,1338.54,-1000000,Associate,machine-op-inspct,kayaking,0,0,2015-01-29,NC,Arlington,YES,0,1,?,94160,8560,17120,68480,N
59,40,MALE,IL,2000,782.23,0,College,protective-serv,golf,64200,-32300,2015-02-06,OH,Springfield,?,0,2,NO,51570,5730,11460,34380,N
39,31,FEMALE,IL,2000,1366.9,0,High School,handlers-cleaners,polo,0,-15700,2015-01-28,NC,Northbend,?,1,0,NO,52700,10540,10540,31620,Y
147,34,MALE,IL,1000,1275.81,0,High School,sales,dancing,0,-48300,2015-01-21,NY,Columbus,YES,2,2,?,101010,15540,15540,69930,N
156,37,MALE,IN,500,1090.65,0,High School,exec-managerial,golf,0,-51800,2015-01-16,NC,Columbus,?,1,2,YES,53400,5340,5340,42720,Y
123,31,FEMALE,IN,500,1326,0,Associate,prof-specialty,basketball,0,-54600,2015-02-17,SC,Northbrook,?,1,2,NO,72120,12020,12020,48080,N
231,43,MALE,IL,2000,972.47,0,College,protective-serv,reading,0,-58100,2015-02-01,PA,Hillsdale,YES,2,2,YES,77100,7710,15420,53970,N
247,39,FEMALE,IL,500,806.31,0,College,handlers-cleaners,dancing,0,0,2015-02-25,SC,Northbend,?,2,3,?,3300,600,0,2700,N
194,35,FEMALE,IL,500,1416.24,0,MD,adm-clerical,golf,0,0,2015-02-26,WV,Northbend,YES,1,0,?,5940,1080,540,4320,N
119,27,MALE,IN,2000,1097.64,0,High School,transport-moving,video-games,27100,0,2015-02-06,PA,Northbend,NO,1,0,?,63720,7080,21240,35400,N
259,43,FEMALE,IL,500,947.75,0,Masters,farming-fishing,base-jumping,0,-39300,2015-02-03,SC,Riverwood,NO,1,3,NO,7680,1280,640,5760,N
107,31,MALE,IL,2000,1018.73,5000000,Associate,handlers-cleaners,yachting,20000,-82700,2015-01-27,NY,Riverwood,YES,1,2,?,93730,14420,21630,57680,N
48,44,MALE,IL,2000,1400.74,0,College,sales,base-jumping,34000,-55600,2015-01-21,NC,Arlington,YES,0,2,?,87300,17460,17460,52380,N
267,40,MALE,IL,500,1155.53,5000000,JD,transport-moving,camping,0,-35200,2015-01-24,NY,Columbus,?,0,2,NO,5670,1260,630,3780,N
286,47,MALE,IN,500,1386.93,0,High School,priv-house-serv,bungie-jumping,54100,-77600,2015-01-17,NY,Springfield,YES,0,0,NO,65800,13160,6580,46060,N
175,34,FEMALE,OH,500,915.29,0,JD,handlers-cleaners,base-jumping,82400,-57100,2015-02-23,NY,Arlington,?,2,1,YES,36720,4080,4080,28560,Y
111,29,FEMALE,IL,500,1239.55,2000000,PhD,farming-fishing,kayaking,0,0,2015-01-09,SC,Riverwood,?,1,1,YES,52800,4800,9600,38400,Y
151,37,FEMALE,IN,500,1366.42,0,Associate,protective-serv,cross-fit,44000,0,2015-02-15,SC,Arlington,NO,1,2,YES,59100,5910,5910,47280,Y
156,37,MALE,OH,1000,1086.48,6000000,Associate,machine-op-inspct,hiking,0,-53800,2015-01-16,NY,Northbrook,?,1,1,YES,77440,14080,7040,56320,N
165,36,MALE,IL,2000,1247.87,0,Masters,armed-forces,golf,0,-39700,2015-01-14,NY,Northbend,NO,2,2,NO,45700,4570,4570,36560,N
253,41,FEMALE,OH,2000,1312.75,0,PhD,sales,dancing,81300,0,2015-01-01,SC,Springfield,NO,2,2,YES,80740,7340,14680,58720,Y
10,26,MALE,IN,2000,765.64,0,MD,sales,base-jumping,0,-22200,2015-02-16,SC,Northbrook,?,0,3,?,31350,2850,5700,22800,Y
158,33,FEMALE,OH,2000,1327.41,0,Associate,handlers-cleaners,skydiving,0,-38600,2015-01-04,SC,Hillsdale,?,0,0,?,35000,3500,7000,24500,N
436,59,MALE,OH,1000,1338.55,0,PhD,protective-serv,board-games,39000,0,2015-01-12,WV,Hillsdale,?,2,2,NO,68000,13600,6800,47600,N
91,30,FEMALE,IL,2000,1316.63,8000000,Masters,machine-op-inspct,golf,43900,0,2015-01-08,SC,Northbend,YES,2,0,?,84500,13000,13000,58500,N
256,42,FEMALE,IL,1000,1286.44,0,MD,transport-moving,bungie-jumping,0,-39500,2015-01-22,WV,Northbend,NO,2,1,?,75500,7550,15100,52850,N
274,46,MALE,OH,1000,1372.18,0,High School,exec-managerial,bungie-jumping,0,0,2015-01-13,WV,Riverwood,NO,1,3,?,90600,15100,15100,60400,N
275,45,FEMALE,IN,2000,1447.77,0,Associate,adm-clerical,camping,39400,-63900,2015-01-18,VA,Northbend,YES,1,1,?,64320,5360,10720,48240,N
1,33,FEMALE,IL,500,903.32,0,High School,transport-moving,yachting,0,0,2015-01-19,NY,Northbend,?,1,0,?,31700,6340,3170,22190,N
85,30,MALE,IN,1000,1454.42,0,Associate,protective-serv,reading,51600,-73900,2015-01-31,NY,Springfield,YES,0,1,YES,74280,12380,12380,49520,Y
233,37,FEMALE,IL,2000,1603.42,0,High School,sales,video-games,61600,-30200,2015-02-06,NY,Columbus,YES,0,2,YES,80520,13420,6710,60390,N
142,30,MALE,IN,2000,1616.58,0,JD,adm-clerical,polo,58500,-46800,2015-02-04,SC,Hillsdale,YES,0,3,YES,63600,6360,12720,44520,N
266,44,MALE,IL,500,1611.83,0,High School,handlers-cleaners,movies,0,0,2015-01-02,WV,Riverwood,?,1,2,YES,32800,3280,3280,26240,N
350,50,FEMALE,OH,500,889.13,0,Masters,priv-house-serv,board-games,0,0,2015-02-26,PA,Northbend,NO,0,2,NO,44190,9820,4910,29460,N
97,26,MALE,IL,1000,1252.08,0,College,exec-managerial,sleeping,0,0,2015-02-08,VA,Springfield,YES,2,2,NO,50400,10080,5040,35280,Y
399,55,MALE,IL,2000,995.56,0,JD,tech-support,sleeping,0,-65400,2015-02-07,NY,Northbend,YES,1,1,YES,88400,17680,8840,61880,N
305,49,FEMALE,IL,2000,1347.92,0,High School,farming-fishing,bungie-jumping,0,-42100,2015-02-17,NY,Hillsdale,YES,0,2,?,66550,12100,6050,48400,N
276,47,MALE,IN,1000,1724.09,0,PhD,craft-repair,yachting,0,0,2015-01-12,NY,Arlington,YES,0,0,?,65780,5980,11960,47840,N
257,40,MALE,IN,500,1379.93,0,MD,armed-forces,base-jumping,0,0,2015-02-01,NY,Columbus,?,0,2,YES,51810,9420,4710,37680,Y
78,31,MALE,IN,1000,1554.64,4000000,PhD,protective-serv,board-games,0,-27900,2015-02-03,WV,Springfield,NO,1,0,NO,55660,5060,10120,40480,Y
129,28,MALE,OH,1000,1377.94,0,Masters,machine-op-inspct,base-jumping,0,0,2015-02-21,NY,Springfield,?,2,3,?,44640,9920,4960,29760,N
283,46,FEMALE,IL,2000,1313.33,0,PhD,transport-moving,reading,53500,-73600,2015-01-09,NY,Riverwood,?,1,3,NO,77660,7060,14120,56480,Y
85,25,FEMALE,IN,500,1259.02,0,JD,tech-support,base-jumping,67000,-53600,2015-02-16,SC,Northbend,NO,2,2,?,5640,940,940,3760,N
101,26,FEMALE,IL,1000,1371.88,0,MD,prof-specialty,reading,0,0,2015-02-04,VA,Arlington,?,2,2,?,3190,580,580,2030,N
96,30,MALE,OH,500,1399.27,6000000,College,prof-specialty,hiking,38900,-48700,2015-02-24,NC,Arlington,?,0,0,YES,53440,0,6680,46760,N
121,31,FEMALE,IL,1000,1061.98,6000000,JD,armed-forces,camping,0,0,2015-02-01,WV,Hillsdale,NO,0,1,YES,65250,7250,7250,50750,N
176,39,MALE,OH,500,1365.46,4000000,College,armed-forces,sleeping,0,-56600,2015-02-05,SC,Columbus,NO,2,1,NO,44280,4920,4920,34440,N
159,37,MALE,IL,1000,894.4,0,Associate,tech-support,camping,0,-53700,2015-01-07,NY,Springfield,YES,2,0,NO,70290,7810,7810,54670,N
120,30,FEMALE,IN,500,956.69,0,Associate,priv-house-serv,movies,39600,-64300,2015-02-06,NY,Hillsdale,?,1,1,YES,87100,8710,8710,69680,N
212,35,MALE,IN,2000,1123.89,0,MD,priv-house-serv,video-games,35400,-49200,2015-01-21,NY,Columbus,?,1,3,?,50380,4580,4580,41220,N
290,45,FEMALE,IL,500,1085.03,0,JD,sales,cross-fit,0,-61000,2015-03-01,VA,Arlington,YES,2,2,NO,64800,12960,6480,45360,Y
299,42,FEMALE,OH,2000,1437.33,0,Associate,craft-repair,movies,25000,0,2015-02-24,SC,Columbus,YES,1,3,NO,70400,12800,12800,44800,N
