Age,Agency_Code,Type,Commision,Channel,Duration,Sales,Destination,Claimed,Product_Name,Claimed_Amount
45,EPX,Travel Agency,0,Online,10,24,Americas,No,Customised Plan,0
41,EPX,Travel Agency,0,Online,15,20,ASIA,No,Customised Plan,0
58,JZI,Airlines,10.5,Online,51,30,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,15,80,ASIA,No,Cancellation Plan,0
38,EPX,Travel Agency,0,Online,43,22,ASIA,No,Customised Plan,0
40,CWT,Travel Agency,65.34,Online,235,108.9,Americas,No,Customised Plan,0
35,C2B,Airlines,11.7,Online,19,46.8,ASIA,Yes,Silver Plan,5303
36,EPX,Travel Agency,0,Online,23,39,ASIA,No,Customised Plan,0
37,CWT,Travel Agency,5.94,Online,2,9.9,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,79,20,ASIA,No,Customised Plan,0
61,JZI,Airlines,7.7,Online,101,22,ASIA,No,Bronze Plan,0
32,C2B,Airlines,21.13,Online,39,84.5,ASIA,No,Silver Plan,0
36,EPX,Travel Agency,0,Online,5,10,ASIA,No,Cancellation Plan,0
28,C2B,Airlines,4.63,Online,27,18.5,ASIA,Yes,Silver Plan,5116
64,C2B,Airlines,6.75,Online,11,27,ASIA,Yes,Bronze Plan,4642
30,C2B,Airlines,59.5,Online,158,238,ASIA,Yes,Bronze Plan,4625
25,EPX,Travel Agency,0,Online,120,31,ASIA,Yes,Customised Plan,4303
23,C2B,Airlines,8.38,Online,29,33.5,ASIA,Yes,Silver Plan,5116
35,C2B,Airlines,54,Online,376,216,ASIA,Yes,Silver Plan,5252
29,EPX,Travel Agency,0,Online,125,37,ASIA,No,Customised Plan,0
42,JZI,Airlines,7.7,Online,7,22,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,14,40,ASIA,No,Customised Plan,0
31,CWT,Travel Agency,11.88,Online,3,19.8,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,4,34,ASIA,No,Customised Plan,0
60,CWT,Travel Agency,166.53,Online,365,256.2,Americas,Yes,Gold Plan,5651
22,CWT,Travel Agency,22.04,Online,6,58,EUROPE,No,Bronze Plan,0
48,CWT,Travel Agency,210.21,Online,365,323.4,Americas,Yes,Gold Plan,5808
34,C2B,Airlines,3.38,Online,17,13.5,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,51,112,EUROPE,No,Customised Plan,0
56,C2B,Airlines,15.6,Online,22,39,ASIA,No,Bronze Plan,0
29,C2B,Airlines,15.5,Online,38,62,ASIA,Yes,Silver Plan,5089
25,C2B,Airlines,4.39,Online,7,17.55,ASIA,No,Bronze Plan,0
27,EPX,Travel Agency,0,Online,6,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,10,39,ASIA,Yes,Customised Plan,4331
36,EPX,Travel Agency,0,Online,53,52,ASIA,No,Cancellation Plan,0
67,JZI,Airlines,14,Online,24,40,ASIA,No,Bronze Plan,0
26,C2B,Airlines,7.47,Online,10,29.9,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,3,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,47,76,Americas,No,Cancellation Plan,0
69,CWT,Travel Agency,9.57,Offline,77,29,ASIA,Yes,Customised Plan,4218
39,C2B,Airlines,5.25,Online,6,21,ASIA,Yes,Bronze Plan,4787
27,C2B,Airlines,54,Online,383,216,ASIA,Yes,Silver Plan,5068
46,EPX,Travel Agency,0,Online,110,14,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,49,10,ASIA,No,Cancellation Plan,0
27,EPX,Travel Agency,0,Online,386,55,ASIA,No,Customised Plan,0
22,EPX,Travel Agency,0,Online,16,170,ASIA,No,Customised Plan,0
27,JZI,Airlines,12.25,Online,162,35,ASIA,No,Bronze Plan,0
37,JZI,Airlines,6.3,Online,9,18,ASIA,No,Bronze Plan,0
48,C2B,Airlines,0.96,Online,2,3.44,ASIA,No,Customised Plan,0
42,C2B,Airlines,4,Online,16,16,ASIA,Yes,Bronze Plan,4671
48,EPX,Travel Agency,0,Online,6,24,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,8,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,3,10,ASIA,No,Cancellation Plan,0
52,C2B,Airlines,9.2,Online,59,23,ASIA,No,Bronze Plan,0
59,JZI,Airlines,9.1,Online,3,26,ASIA,No,Bronze Plan,0
54,EPX,Travel Agency,0,Online,17,42,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,7,0,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,51,57,ASIA,No,Customised Plan,0
21,EPX,Travel Agency,0,Online,59,80,Americas,No,Cancellation Plan,0
23,C2B,Airlines,63.21,Online,376,208,ASIA,Yes,Silver Plan,5084
34,CWT,Travel Agency,41.58,Online,42,69.3,EUROPE,No,Customised Plan,0
36,CWT,Travel Agency,23.76,Online,6,39.6,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,34,73,ASIA,No,Customised Plan,0
32,C2B,Airlines,4,Online,21,201,ASIA,Yes,Bronze Plan,4593
36,EPX,Travel Agency,0,Online,34,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,1,10,EUROPE,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,10,27,ASIA,No,Cancellation Plan,0
32,JZI,Airlines,11.55,Online,19,33,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,11,33,ASIA,No,Customised Plan,0
25,CWT,Travel Agency,29.7,Online,38,49.5,EUROPE,Yes,Customised Plan,4451
36,EPX,Travel Agency,0,Online,13,20,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,1,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,31,90,EUROPE,Yes,Customised Plan,4183
36,EPX,Travel Agency,0,Online,7,24,ASIA,No,Cancellation Plan,0
27,C2B,Airlines,5,Online,26,20,ASIA,Yes,Bronze Plan,4553
36,EPX,Travel Agency,0,Online,16,33,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,29,43,ASIA,No,Customised Plan,0
46,CWT,Travel Agency,27.3,Online,5,42,ASIA,Yes,Gold Plan,5937
36,EPX,Travel Agency,0,Online,6,10,ASIA,No,Cancellation Plan,0
53,C2B,Airlines,72.94,Online,365,291.75,ASIA,Yes,Silver Plan,5274
36,EPX,Travel Agency,0,Online,58,16,Americas,No,Cancellation Plan,0
54,EPX,Travel Agency,0,Online,9,15,ASIA,No,Cancellation Plan,0
28,C2B,Airlines,7.25,Online,6,29,ASIA,No,Silver Plan,0
36,EPX,Travel Agency,0,Online,60,55,ASIA,No,Cancellation Plan,0
37,C2B,Airlines,13.38,Online,64,53.5,ASIA,No,Bronze Plan,0
30,CWT,Travel Agency,166.53,Online,375,256.2,Americas,Yes,Gold Plan,5553
37,C2B,Airlines,112.31,Online,365,449.25,ASIA,Yes,Gold Plan,5523
28,CWT,Travel Agency,17.82,Online,47,29.7,Americas,Yes,Customised Plan,4379
65,CWT,Travel Agency,77.22,Online,76,128.7,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,17,33,ASIA,No,Cancellation Plan,0
50,CWT,Travel Agency,35.64,Online,111,59.4,ASIA,Yes,Customised Plan,4334
28,EPX,Travel Agency,0,Online,19,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,6,26,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,18,18.87,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,2,56,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,21,35,ASIA,Yes,Customised Plan,4017
36,EPX,Travel Agency,0,Online,10,23,ASIA,No,Cancellation Plan,0
25,CWT,Travel Agency,23.76,Online,16,39.6,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,8,20,ASIA,No,Customised Plan,0
48,C2B,Airlines,2.62,Online,63,9.33,ASIA,Yes,Customised Plan,4484
68,C2B,Airlines,97.34,Online,365,389.35,ASIA,No,Gold Plan,0
36,EPX,Travel Agency,0,Online,45,39,ASIA,No,Cancellation Plan,0
42,JZI,Airlines,7.7,Online,21,22,ASIA,No,Bronze Plan,0
48,CWT,Travel Agency,10.64,Online,81,28,ASIA,Yes,Bronze Plan,4836
29,C2B,Airlines,13.63,Online,11,54.5,ASIA,No,Silver Plan,0
42,CWT,Travel Agency,65.34,Online,164,108.9,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,50,34,ASIA,No,Customised Plan,0
32,EPX,Travel Agency,0,Online,33,20,ASIA,Yes,Customised Plan,4481
36,EPX,Travel Agency,0,Online,76,33,ASIA,No,Cancellation Plan,0
50,C2B,Airlines,17.38,Online,30,69.5,ASIA,Yes,Bronze Plan,4604
35,CWT,Travel Agency,23.76,Online,4,39.6,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,21,41,ASIA,No,Customised Plan,0
29,C2B,Airlines,72.94,Online,364,291.75,ASIA,Yes,Silver Plan,5279
30,CWT,Travel Agency,33,Online,46,208.6,Americas,Yes,Customised Plan,4352
75,C2B,Airlines,15,Online,20,60,ASIA,Yes,Gold Plan,5669
37,JZI,Airlines,7.7,Online,107,22,ASIA,No,Bronze Plan,0
43,C2B,Airlines,54,Online,374,216,ASIA,Yes,Silver Plan,5160
65,C2B,Airlines,26.4,Online,19,105.6,ASIA,Yes,Gold Plan,5796
32,CWT,Travel Agency,23.76,Online,105,39.6,EUROPE,Yes,Customised Plan,4283
35,C2B,Airlines,40.75,Online,22,37,ASIA,No,Silver Plan,0
36,C2B,Airlines,75.6,Online,368,302.4,ASIA,Yes,Silver Plan,5337
70,CWT,Travel Agency,10.5,Offline,72,30,ASIA,No,Customised Plan,0
41,CWT,Travel Agency,17.82,Online,59,62,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,80,97,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,2,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,47,34,ASIA,No,Customised Plan,0
26,EPX,Travel Agency,0,Online,32,58,Americas,No,Cancellation Plan,0
29,CWT,Travel Agency,9.57,Offline,102,29,ASIA,Yes,Customised Plan,4407
36,EPX,Travel Agency,0,Online,28,52,ASIA,No,Customised Plan,0
32,C2B,Airlines,54,Online,376,216,ASIA,Yes,Silver Plan,5498
40,JZI,Airlines,6.3,Online,8,18,ASIA,No,Bronze Plan,0
53,C2B,Airlines,7.25,Online,7,29,ASIA,No,Silver Plan,0
31,CWT,Travel Agency,10.5,Offline,78,30,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,22,29,ASIA,Yes,Cancellation Plan,3547
26,EPX,Travel Agency,0,Online,5,13,ASIA,No,Cancellation Plan,0
31,C2B,Airlines,9.75,Online,9,39,ASIA,No,Silver Plan,0
30,CWT,Travel Agency,35.64,Online,24,59.4,Americas,Yes,Customised Plan,4433
36,EPX,Travel Agency,0,Online,26,41,ASIA,No,Cancellation Plan,0
58,C2B,Airlines,5.25,Online,51,21,ASIA,Yes,Bronze Plan,4511
36,EPX,Travel Agency,0,Online,45,41,ASIA,No,Customised Plan,0
45,C2B,Airlines,40.25,Online,365,161,ASIA,Yes,Silver Plan,5111
26,C2B,Airlines,15.5,Online,14,62,ASIA,Yes,Silver Plan,5268
60,CWT,Travel Agency,47.52,Online,14,79.2,EUROPE,No,Customised Plan,0
66,EPX,Travel Agency,0,Online,15,46,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,16,80,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,16,18,ASIA,No,Cancellation Plan,0
34,C2B,Airlines,4.25,Online,8,17,ASIA,Yes,Bronze Plan,4971
34,EPX,Travel Agency,0,Online,13,172,Americas,No,Cancellation Plan,0
48,C2B,Airlines,2.56,Online,28,9.13,ASIA,Yes,Customised Plan,4366
36,EPX,Travel Agency,0,Online,2,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,34,20,ASIA,No,Customised Plan,0
36,CWT,Travel Agency,29.7,Online,22,49.5,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,53,89,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,6,80,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,10,28,ASIA,No,Customised Plan,0
36,C2B,Airlines,13.63,Online,13,54.5,ASIA,No,Silver Plan,0
36,EPX,Travel Agency,0,Online,79,52,EUROPE,Yes,Customised Plan,4077
63,EPX,Travel Agency,0,Online,17,11,ASIA,No,Cancellation Plan,0
44,JZI,Airlines,33.6,Online,15,96,Americas,No,Bronze Plan,0
31,EPX,Travel Agency,0,Online,16,0,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,49,84,EUROPE,Yes,Customised Plan,4435
38,EPX,Travel Agency,0,Online,44,67,ASIA,No,Cancellation Plan,0
37,EPX,Travel Agency,0,Online,5,10,ASIA,No,Cancellation Plan,0
31,C2B,Airlines,46.96,Online,428,187.85,ASIA,No,Silver Plan,0
33,C2B,Airlines,7.38,Online,13,29.5,ASIA,No,Bronze Plan,0
26,C2B,Airlines,15.5,Online,15,62,ASIA,Yes,Silver Plan,5254
60,C2B,Airlines,13.63,Online,88,54.5,ASIA,Yes,Silver Plan,5313
29,EPX,Travel Agency,0,Online,129,63,Americas,No,Cancellation Plan,0
35,C2B,Airlines,5.85,Online,6,36,ASIA,No,Bronze Plan,0
43,C2B,Airlines,10.5,Online,14,42,ASIA,No,Silver Plan,0
26,EPX,Travel Agency,0,Online,13,51,ASIA,No,Customised Plan,0
48,C2B,Airlines,0.23,Online,34,0.83,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,64,80,ASIA,No,Cancellation Plan,0
25,C2B,Airlines,16.41,Online,46,65.65,ASIA,Yes,Bronze Plan,4780
22,C2B,Airlines,40.25,Online,375,161,ASIA,No,Silver Plan,0
31,CWT,Travel Agency,17.82,Online,19,29.7,ASIA,No,Customised Plan,0
27,C2B,Airlines,4.5,Online,6,18,ASIA,Yes,Bronze Plan,4667
36,C2B,Airlines,112.31,Online,386,449.25,ASIA,Yes,Gold Plan,5989
29,EPX,Travel Agency,0,Online,58,17,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,4,10,ASIA,No,Cancellation Plan,0
31,C2B,Airlines,10,Online,12,40,ASIA,Yes,Bronze Plan,4509
31,EPX,Travel Agency,0,Online,20,20,ASIA,No,Customised Plan,0
35,C2B,Airlines,70.2,Online,396,280.8,ASIA,No,Silver Plan,0
23,EPX,Travel Agency,0,Online,47,42,ASIA,Yes,Customised Plan,4402
32,JZI,Airlines,9.1,Online,74,26,ASIA,No,Bronze Plan,0
38,C2B,Airlines,46.96,Online,365,187.85,ASIA,Yes,Silver Plan,5247
36,EPX,Travel Agency,0,Online,392,69,ASIA,Yes,Customised Plan,4315
40,CWT,Travel Agency,41.58,Online,69,69.3,EUROPE,Yes,Customised Plan,4474
51,CWT,Travel Agency,47.52,Online,121,79.2,EUROPE,No,Customised Plan,0
50,C2B,Airlines,3.38,Online,6,13.5,ASIA,No,Bronze Plan,0
60,CWT,Travel Agency,41.58,Online,8,69.3,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,3,61,ASIA,No,Cancellation Plan,0
56,JZI,Airlines,10.5,Online,82,30,ASIA,No,Bronze Plan,0
22,C2B,Airlines,8.38,Online,89,33.5,ASIA,Yes,Bronze Plan,4707
30,C2B,Airlines,7.64,Online,8,30.55,ASIA,Yes,Bronze Plan,4786
41,C2B,Airlines,6,Online,9,15,ASIA,No,Bronze Plan,0
23,JZI,Airlines,12.25,Online,70,35,ASIA,Yes,Bronze Plan,4899
56,C2B,Airlines,4.5,Online,6,18,ASIA,Yes,Bronze Plan,4584
53,EPX,Travel Agency,0,Online,13,112,Americas,No,Customised Plan,0
31,CWT,Travel Agency,35.64,Online,46,59.4,Americas,Yes,Customised Plan,4400
36,EPX,Travel Agency,0,Online,46,60,ASIA,No,Cancellation Plan,0
35,C2B,Airlines,54,Online,41,216,ASIA,No,Silver Plan,0
65,EPX,Travel Agency,0,Online,3,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,10,22,ASIA,No,Cancellation Plan,0
46,C2B,Airlines,9.75,Online,13,39,ASIA,No,Silver Plan,0
32,C2B,Airlines,5.25,Online,5,21,ASIA,Yes,Bronze Plan,4812
36,EPX,Travel Agency,0,Online,49,39,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,17,42,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,26,0,ASIA,No,Customised Plan,0
34,C2B,Airlines,22.13,Online,57,88.5,ASIA,Yes,Silver Plan,5053
36,EPX,Travel Agency,0,Online,14,24,ASIA,Yes,Cancellation Plan,3938
23,EPX,Travel Agency,0,Online,83,80,Americas,No,Cancellation Plan,0
31,C2B,Airlines,54,Online,365,216,ASIA,Yes,Silver Plan,5181
41,EPX,Travel Agency,0,Online,5,10,ASIA,No,Cancellation Plan,0
41,CWT,Travel Agency,0,Offline,365,97,ASIA,Yes,Customised Plan,4029
33,C2B,Airlines,11.75,Online,12,47,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,35,11,ASIA,No,Cancellation Plan,0
25,CWT,Travel Agency,9.57,Offline,15,29,ASIA,Yes,Customised Plan,4014
24,C2B,Airlines,35,Online,17,20,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,30,42,ASIA,No,Customised Plan,0
57,CWT,Travel Agency,23.76,Online,8,39.6,Americas,Yes,Customised Plan,4476
38,C2B,Airlines,6.75,Online,107,27,ASIA,No,Bronze Plan,0
32,C2B,Airlines,46.96,Online,365,187.85,ASIA,No,Silver Plan,0
22,C2B,Airlines,7.38,Online,12,29.5,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,203,70,EUROPE,No,Customised Plan,0
48,C2B,Airlines,8.49,Online,20,24.26,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,7,10,ASIA,No,Cancellation Plan,0
26,C2B,Airlines,122.88,Online,185,491.5,ASIA,No,Gold Plan,0
75,JZI,Airlines,12.25,Online,34,35,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,7,80,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,132,20,ASIA,No,Cancellation Plan,0
48,CWT,Travel Agency,11.02,Online,3,29,ASIA,No,Gold Plan,0
24,EPX,Travel Agency,0,Online,64,74,Americas,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,3,10,ASIA,No,Cancellation Plan,0
28,C2B,Airlines,63.21,Online,369,252.85,ASIA,Yes,Silver Plan,5055
36,C2B,Airlines,25.25,Online,78,101,ASIA,Yes,Bronze Plan,4662
23,C2B,Airlines,18,Online,20,72,ASIA,Yes,Silver Plan,5340
39,C2B,Airlines,54,Online,383,216,ASIA,Yes,Silver Plan,5207
22,C2B,Airlines,5.63,Online,19,22.5,ASIA,Yes,Silver Plan,5376
63,EPX,Travel Agency,0,Online,2,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,8,20,ASIA,No,Customised Plan,0
54,JZI,Airlines,10.5,Online,53,30,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,25,38,ASIA,No,Customised Plan,0
19,JZI,Airlines,15.75,Online,105,45,ASIA,Yes,Bronze Plan,4591
31,C2B,Airlines,12.4,Online,27,31,ASIA,No,Bronze Plan,0
57,EPX,Travel Agency,0,Online,45,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,58,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,2,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,1,10,ASIA,No,Cancellation Plan,0
48,CWT,Travel Agency,18.62,Online,53,49,ASIA,No,Gold Plan,0
38,CWT,Travel Agency,29.7,Online,8,49.5,ASIA,Yes,Customised Plan,4100
18,C2B,Airlines,14.13,Online,91,56.5,ASIA,Yes,Silver Plan,5145
44,CWT,Travel Agency,23.76,Online,51,39.6,ASIA,No,Customised Plan,0
28,CWT,Travel Agency,41.58,Online,50,69.3,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,60,35,ASIA,No,Customised Plan,0
37,C2B,Airlines,75.25,Online,369,301,ASIA,Yes,Silver Plan,5123
41,C2B,Airlines,37,Online,119,148,ASIA,Yes,Bronze Plan,4921
41,EPX,Travel Agency,0,Online,2,38,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,7,34,ASIA,No,Customised Plan,0
56,C2B,Airlines,3.38,Online,7,13.5,ASIA,No,Bronze Plan,0
28,C2B,Airlines,5.75,Online,41,23,ASIA,No,Bronze Plan,0
45,C2B,Airlines,63.21,Online,367,252.85,ASIA,Yes,Silver Plan,5412
25,EPX,Travel Agency,0,Online,42,17,Americas,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,31,80,Americas,No,Cancellation Plan,0
64,EPX,Travel Agency,0,Online,75,23.87,ASIA,No,Customised Plan,0
55,C2B,Airlines,63.21,Online,398,252.85,ASIA,Yes,Silver Plan,5264
28,C2B,Airlines,9.38,Online,9,0,ASIA,No,Silver Plan,0
68,C2B,Airlines,6.75,Online,11,27,ASIA,Yes,Bronze Plan,4871
30,C2B,Airlines,8.88,Online,46,35.5,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,22,29,ASIA,Yes,Cancellation Plan,3670
27,C2B,Airlines,11.7,Online,12,0,ASIA,No,Silver Plan,0
36,CWT,Travel Agency,29.7,Online,111,49.5,ASIA,No,Customised Plan,0
34,C2B,Airlines,16.75,Online,15,67,ASIA,Yes,Bronze Plan,4568
59,CWT,Travel Agency,10.5,Offline,28,30,ASIA,No,Customised Plan,0
20,EPX,Travel Agency,0,Online,61,80,Americas,No,Cancellation Plan,0
26,C2B,Airlines,24.8,Online,47,62,ASIA,No,Bronze Plan,0
23,JZI,Airlines,11.55,Online,14,33,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,1,13,ASIA,No,Cancellation Plan,0
28,EPX,Travel Agency,0,Online,91,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,9,13,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,26,73,EUROPE,No,Cancellation Plan,0
41,CWT,Travel Agency,17.82,Online,14,29.7,EUROPE,No,Customised Plan,0
54,C2B,Airlines,4,Online,23,16,ASIA,No,Bronze Plan,0
48,C2B,Airlines,32.16,Online,8,91.88,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,138,53,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,7,29,ASIA,No,Customised Plan,0
37,JZI,Airlines,15.75,Online,87,45,ASIA,No,Bronze Plan,0
37,C2B,Airlines,11.38,Online,25,45.5,ASIA,Yes,Bronze Plan,4870
25,C2B,Airlines,6.01,Online,32,24.05,ASIA,No,Silver Plan,0
45,C2B,Airlines,7.38,Online,10,29.5,ASIA,Yes,Silver Plan,5422
36,C2B,Airlines,52.33,Online,372,209.3,ASIA,No,Silver Plan,0
60,CWT,Travel Agency,47.52,Online,12,79.2,ASIA,Yes,Customised Plan,4017
36,EPX,Travel Agency,0,Online,125,66,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,4,11,ASIA,No,Cancellation Plan,0
34,C2B,Airlines,6,Online,22,15,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,5,73,ASIA,No,Cancellation Plan,0
49,EPX,Travel Agency,0,Online,5,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,31,29,ASIA,Yes,Customised Plan,4464
26,JZI,Airlines,14,Online,55,40,ASIA,Yes,Bronze Plan,4735
26,CWT,Travel Agency,17.82,Online,43,0,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,289,29,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,216,20,EUROPE,Yes,Customised Plan,4095
20,C2B,Airlines,14.13,Online,17,56.5,ASIA,Yes,Silver Plan,5362
41,CWT,Travel Agency,77.22,Online,14,128.7,EUROPE,Yes,Customised Plan,4224
48,C2B,Airlines,17.29,Online,22,49.39,ASIA,No,Customised Plan,0
45,EPX,Travel Agency,0,Online,65,112,Americas,No,Customised Plan,0
77,CWT,Travel Agency,17.23,Online,32,26.5,ASIA,Yes,Silver Plan,5214
36,EPX,Travel Agency,0,Online,35,32,ASIA,No,Customised Plan,0
51,C2B,Airlines,7.38,Online,17,29.5,ASIA,Yes,Bronze Plan,4705
36,EPX,Travel Agency,0,Online,73,17,ASIA,Yes,Cancellation Plan,3953
68,JZI,Airlines,12.25,Online,21,165,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,17,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,13,37,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,3,149,Americas,Yes,Customised Plan,4441
45,CWT,Travel Agency,9.57,Offline,20,29,ASIA,No,Customised Plan,0
28,C2B,Airlines,28.13,Online,34,112.5,ASIA,Yes,Silver Plan,5307
35,EPX,Travel Agency,0,Online,35,112,EUROPE,Yes,Customised Plan,4287
54,JZI,Airlines,7.7,Online,123,22,ASIA,No,Bronze Plan,0
51,C2B,Airlines,63.21,Online,370,252.85,ASIA,No,Silver Plan,0
38,CWT,Travel Agency,23.76,Online,9,39.6,ASIA,No,Customised Plan,0
48,C2B,Airlines,1.33,Online,65,4.76,ASIA,Yes,Customised Plan,4003
69,C2B,Airlines,3.38,Online,6,13.5,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,10,30,Americas,No,Customised Plan,0
48,C2B,Airlines,0.56,Online,2,1.98,ASIA,No,Customised Plan,0
43,JZI,Airlines,12.25,Online,19,35,ASIA,No,Bronze Plan,0
25,C2B,Airlines,28.8,Online,17,72,ASIA,No,Bronze Plan,0
23,JZI,Airlines,7.7,Online,12,22,ASIA,No,Bronze Plan,0
36,C2B,Airlines,13.38,Online,116,53.5,ASIA,Yes,Bronze Plan,4643
48,C2B,Airlines,0.05,Online,280,0.19,ASIA,No,Customised Plan,0
36,JZI,Airlines,6.3,Online,26,18,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,35,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,11,20,ASIA,Yes,Customised Plan,4279
40,CWT,Travel Agency,23.76,Online,19,39.6,Americas,No,Customised Plan,0
58,C2B,Airlines,4,Online,30,16,ASIA,Yes,Bronze Plan,4750
36,EPX,Travel Agency,0,Online,37,80,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,30,20,ASIA,No,Customised Plan,0
48,EPX,Travel Agency,0,Online,70,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,5,27,ASIA,No,Cancellation Plan,0
51,CWT,Travel Agency,29.7,Online,30,49.5,ASIA,No,Customised Plan,0
34,C2B,Airlines,63.21,Online,380,252.85,ASIA,Yes,Silver Plan,5433
40,C2B,Airlines,8.38,Online,115,33.5,ASIA,Yes,Bronze Plan,4677
39,JZI,Airlines,6.3,Online,2,18,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,7,10,ASIA,No,Cancellation Plan,0
28,C2B,Airlines,46.96,Online,376,187.85,ASIA,Yes,Silver Plan,5481
48,CWT,Travel Agency,10.64,Online,8,28,ASIA,No,Bronze Plan,0
